LD4,LD5,LD6,YR,ET,MT,LT,ES,S,LS,M,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,HomologyScore,N_Pockets,BestPocket_Score,BestPocket_Probability,TargetID,Gene,UniProtID
228.024,62.239,87.06,178.674,176.883,146.671,135.648,177.915,144.681,120.659,137.8821,199.964,253.831,202.598,252.8017,0.135,-3.165,131,2590.09009,6,4.17,0.17,sp|Q5T280|CI114_HUMAN,PF3D7_1432500,Q8ILD7
114.238,261.028,341.346,20.549,29.169,38.644,40.236,37.651,30.212,17.828,12.48635,14.07,24.346,2.581,47.7621,1,-1.503,454,0,14,15.95,0.766,,PF3D7_1432600,Q8ILD6
154.196,114.456,212.119,6.158,6.372,90.372,206.127,140.674,91.031,77.502,37.7873,250.669,209.266,151.515,395.0652,0.992,-0.826,10,3883.909821,2,4.08,0.164,sp|P22061|PIMT_HUMAN,PF3D7_1432700,A0A144A3E6
128.951,186.212,218.322,31.394,85.265,126.759,163.406,151.178,155.523,106.685,71.5634,75.909,69.624,101.862,43.4882,0.194,-2.63,356,0,0,0,0,,PF3D7_1432800,Q8ILD4
0,26.36,38.821,40.163,28.854,32.35,42.622,67.905,59.614,61.592,30.8007,17.832,32.687,29.464,67.8514,0.638,-3.103,46,0,0,0,0,,PF3D7_1432900,Q8ILD3
121.017,127.368,145.85,161.747,141.779,75.456,60.614,37.572,26.012,25.394,20.17535,32.678,64.693,122.686,122.74,0.189,-2.549,11,5999.989091,0,0,0,tr|A0A8V8TQE5|A0A8V8TQE5_HUMAN,PF3D7_1433000,C6S3I4
17.535,36.016,48.622,10.007,13.671,20.053,20.318,14.502,15.511,6.717,7.60095,125.778,146.445,109.176,303.0485,1,-2.67,460,347.2797863,26,10.46,0.562,sp|Q8IV36|HID1_HUMAN,PF3D7_1433100,Q8ILD2
2.922,32.045,15.527,1.358,2.959,4.967,6.957,17.193,18.349,20.165,19.54125,21.786,46.26,32.454,0.9252,0.986,-0.868,904,0,19,26.59,0.915,,PF3D7_1433200,Q8ILD1
3.18,37.277,47.001,22.074,75.725,60.822,109.389,185.758,225.175,181.417,117.4088,92.571,68.583,64.252,21.8207,0.488,-2.479,81,3013.978972,8,17.62,0.805,sp|Q16576|RBBP7_HUMAN,PF3D7_1433300,Q8ILD0
31.262,48.577,83.679,31.612,92.597,158.723,232.281,265.705,236.734,143.097,78.8018,45.884,49.494,35.703,67.6266,0.177,-2.755,1878,0,,,,,PF3D7_1433400,
26.732,151.801,105.232,524.799,196.903,84.712,147.567,125.766,224.038,492.924,879.05605,88.831,80.844,58.855,344.8622,0.774,-2.962,247,4008.146739,14,18.46,0.823,sp|P11388|TOP2A_HUMAN,PF3D7_1433500,Q8ILC8
,,,16.191,39.275,170.855,254.458,195.601,159.622,118.037,84.47825,182.177,139.935,159.273,523.3427,0.972,-2.271,33,2970.294059,0,0,0,tr|A0A5F9YFS9|A0A5F9YFS9_HUMAN,PF3D7_1433600,Q8ILC7
11.405,18.463,21.223,4.393,17.4,66.055,85.064,81.652,80.762,51.364,37.6827,104.039,85.293,50.596,38.741,0.865,-3.033,1233,0,33,18.12,0.815,,PF3D7_1433700,Q8ILC6
36.562,42.7,52.487,3.179,2.606,17.733,58.955,103.698,93.37,54.197,41.57565,18.954,19.618,12.468,113.9242,0.12,-3.099,1134,0,36,33.66,0.947,,PF3D7_1433800,Q8ILC5
5.077,4.529,8.981,58.616,84.585,130.183,100.727,76.907,63.034,39.311,29.83975,49.638,60.263,70.58,186.9386,1,-1.275,1517,0,46,25.2,0.904,,PF3D7_1433900,Q8ILC4
,,,208.282,311.646,432.814,284.916,190.02,141.277,94.404,82.27265,422.248,581.23,484.059,1098.8486,0.126,-3.1,106,2334.608171,2,2.1,0.048,sp|Q8WWZ4|ABCAA_HUMAN,PF3D7_1434000,Q8ILC3
52.359,18.557,10.65,105.024,167.874,134.293,53.167,49.883,44.151,44.184,35.40355,75.404,55.873,51.402,37.1247,0.999,-1.67,213,1670.741769,2,1.58,0.025,sp|Q9H974|QTRT2_HUMAN,PF3D7_1434100,A0A144A3R0
414.539,322.837,301.373,173.992,191.964,323.668,655.318,857.065,717.224,594.782,356.32365,171.867,130.13,78.126,67.3107,0.133,-3.037,6,8926.2,2,7.79,0.413,sp|P0DP25|CALM3_HUMAN,PF3D7_1434200,A0A144A1Y0
309.176,190.594,134.915,579.548,828.882,1271.93,754.943,582.231,765.35,314.796,351.03705,137.127,79.998,35.243,318.5672,0.233,-2.873,76,3758.852837,5,2.17,0.051,sp|P31948|STIP1_HUMAN,PF3D7_1434300,A0A144A2J9
16.406,7.032,7.068,20.683,4.625,2.155,29.356,140.587,203.212,394.738,249.1887,126.359,135.68,113.356,1.6734,0.488,-2.586,77,0,2,2.03,0.045,,PF3D7_1434400,Q8ILC0
28.028,37.864,50.399,43.798,52.113,40.172,32.628,26.558,19.186,14.898,15.48105,27.516,21.579,12.732,63.6596,0.119,-3.037,833,152.9923751,,,,sp|Q9NU22|MDN1_HUMAN,PF3D7_1434500,
772.245,1128.949,822.11,254.745,273.629,251.793,191.683,147.147,149.735,104.736,128.54635,239.814,157.429,138.701,124.1227,0.154,-3.203,252,3423.56051,8,33.59,0.947,tr|F8VRR3|F8VRR3_HUMAN,PF3D7_1434600,Q8ILB8
80.69,110.531,82.897,8.512,72.968,128.658,66.296,30.027,28.282,24.875,27.00275,114.735,149.032,99.955,118.3722,1,0,6,4629.641975,4,2.96,0.096,sp|O60830|TI17B_HUMAN,PF3D7_1434700,Q8ILB7
958.896,1267.668,710.769,24.916,423.652,1144.133,642.995,262.567,192.876,156.341,104.33295,32.246,34.505,15.735,1.7349,0.509,-2.449,27,0,3,5.97,0.294,,PF3D7_1434800,Q8ILB6
8.881,7.184,13.373,0.94,0.831,1.068,4.853,27.356,20.001,26.322,24.8576,151.576,228.458,170.463,30.9359,0.12,-3.04,179,0,3,8.72,0.466,,PF3D7_1434900,Q8ILB5
54.553,280.218,256.546,6.485,9.077,124.99,235.794,297.09,175.681,164.281,82.7057,122.715,141.401,141.806,680.3487,0.159,-3.169,169,2999.976279,8,59.03,0.987,sp|Q7KZN9|COX15_HUMAN,PF3D7_1435000,Q8ILB4
139.07,184.442,190.175,3.782,7.517,78.245,102.127,80.177,54.492,47.048,24.20855,22.148,31.951,0.698,147.7702,0.182,-2.641,147,0,12,5.57,0.267,,PF3D7_1435100,Q8ILB3
84.613,45.884,44.096,10.169,2.002,7.649,42.76,148.128,170.814,219.705,124.76755,163.518,217.24,261.036,51.7774,0.975,-2.739,186,0,2,2.27,0.057,,PF3D7_1435200,Q8ILB2
55.057,117.506,98.975,11.795,2.728,10.648,64.631,116.868,161.011,219.464,146.4731,232.599,371.735,417.513,60.3057,1,-0.382,836,260.7826787,,,,sp|Q12882|DPYD_HUMAN,PF3D7_1435300,
105.073,182.091,162.052,195.163,308.4,275.258,223.941,138.089,95.275,87.25,67.9575,171.329,120.812,71.712,7.8411,0.202,-3.298,63,2315.76,1,1.44,0.019,sp|Q5J8M3|EMC4_HUMAN,PF3D7_1435400,Q8ILB0
74.816,116.488,164.579,100.486,119.359,123.176,151.375,168.514,118.24,86.19,55.8001,58.917,48.267,74.036,11.3919,0.305,-2.753,102,0,0,0,0,,PF3D7_1435500,Q8ILA9
144.092,126.964,133.71,16.673,3.033,5.895,45.049,180.458,273.251,319.96,217.23685,122.117,228.646,381.826,152.2436,0.129,-2.908,1078,0,7,9.73,0.523,,PF3D7_1435600,Q8ILA8
86.662,143.978,118.389,9.378,41.433,149.665,172.259,172.807,180.722,117.553,96.6761,203.157,205.902,119.63,124.7471,1,-2.521,294,660.7863436,2,3.84,0.149,tr|A0A5F9ZHW5|A0A5F9ZHW5_HUMAN,PF3D7_1435700,Q8ILA7
129.203,586.014,358.915,1.614,7.619,42.804,44.47,44.518,40.931,41.401,23.7943,52.856,42.85,2.327,3.8782,0.505,-2.547,198,753.9642857,7,3.75,0.144,tr|J3QRV9|J3QRV9_HUMAN,PF3D7_1435800,Q8ILA6
14.63,93.818,102.492,6.674,8.816,32.07,54.777,53.482,26.181,31.73,20.81445,54.563,40.196,22.943,271.082,0.179,-3.263,99,0,5,7.04,0.364,,PF3D7_1435900,Q8ILA5
323.985,336.715,247.021,475.04,1226.652,838.019,430.214,193.105,133.49,104.286,100.12625,52.149,47.529,15.825,218.4522,0.177,-3.115,135,3506.054922,10,8.46,0.452,sp|P06744|G6PI_HUMAN,PF3D7_1436000,Q8ILA4
25.256,31.533,54.289,40.737,37.593,34.727,52.438,70.832,77.179,49.063,33.7018,57.073,48.165,30.114,48.8859,0.12,-2.99,892,0,22,8.83,0.473,,PF3D7_1436100,Q8ILA3
0,10.908,9.321,11.257,4.731,5.281,31.19,94.052,161.043,179.04,112.4963,65.124,37.94,39.257,28.1254,0.197,-2.717,1558,0,7,3.44,0.124,,PF3D7_1436200,Q8ILA2
427.321,290.035,125.009,896.813,960.145,195.476,67.855,111.719,239.101,890.661,2339.26285,181.727,163.106,128.413,162.5216,1,-2.182,731,0,5,7.49,0.394,,PF3D7_1436300,Q8ILA1
16.911,18.029,19.34,2.878,5.363,7.13,5.877,3.406,3.288,2.737,2.8063,11.513,10.09,5.986,27.4604,0.926,-2.64,566,0,21,15.81,0.763,,PF3D7_1436400,C6S3I5
20.361,91.852,125.91,6.892,19.074,65.411,79.645,95.976,58.749,57.958,40.5783,33.151,60.725,9.515,24.4572,0.143,-3.217,186,2111.334571,5,3.96,0.157,sp|Q9BT17|MTG1_HUMAN,PF3D7_1436500,Q8ILA0
257.678,149.752,157.993,30.12,6.033,17.305,148.641,318.119,436.713,517.018,322.3332,231.366,191.905,105.337,207.6564,0.179,-2.721,72,2274.325322,10,23.61,0.89,sp|Q13976|KGP1_HUMAN,PF3D7_1436600,Q8I719
11.538,20.105,24.16,2.702,6.244,32.876,40.383,26.529,23.814,22.512,8.1074,7.557,11.735,6.804,16.1816,0.132,-3.046,529,0,12,10.1,0.544,,PF3D7_1436700,Q8IL99
82.339,181.22,185.332,2.661,4.613,29.497,40.753,23.942,18.689,18.621,6.95635,22.176,34.846,10.554,70.1589,0.173,-2.556,53,2745.885246,1,0.92,0.004,sp|Q16740|CLPP_HUMAN,PF3D7_1436800,Q8IL98
56.043,69.405,69.059,39.096,23.523,19.861,26,20.174,16.837,22.101,18.64805,47.583,19.379,15.309,23.2019,0.53,-2.972,37,2200.0095,1,1.94,0.04,sp|P49789|FHIT_HUMAN,PF3D7_1436900,Q8IL97
27.714,80.934,92.259,223.844,152.905,116.229,180.53,147.548,161.193,118.745,100.6912,43.608,49.739,47.505,16.8312,0.12,-3.046,197,0,4,39.67,0.963,,PF3D7_1437000,Q8IL96
35.365,87.868,140.379,7.625,2.131,13.183,62.083,80.781,76.189,45.696,31.9291,33.093,48.845,89.722,113.7804,0.203,-3.156,92,0,0,0,0,,PF3D7_1437100,Q8IL95
263.335,397.038,230.164,49.521,83.658,252.379,661.812,595.945,631.669,425.94,275.3544,471.145,518.682,432.507,1414.5737,0.14,-2.765,57,6174.702243,16,12.3,0.646,sp|P23921|RIR1_HUMAN,PF3D7_1437200,Q8IL94
0,17.828,12.561,9.392,4.676,7.045,53.518,154.511,162.108,200.321,110.4689,14.139,12.989,26.761,23.2657,0.128,-2.746,88,0,0,0,0,,PF3D7_1437300,Q8IL93
808.797,419.752,422.732,22.437,70.291,151.479,156.479,92.443,86.701,59.272,34.18475,11.57,19.038,12.985,70.3475,0.92,-2.929,488,678.839295,13,14.48,0.724,sp|Q9NVE7|PANK4_HUMAN,PF3D7_1437400,Q8IL92
13.715,22.79,30.202,120.918,97.287,118.656,289.991,254.962,192.409,202.224,117.64,459.881,611.101,507.691,384.5435,1,-1.662,108,0,3,27.08,0.918,,PF3D7_1437500,Q8IL91
603.022,459.105,548.875,0.762,1.668,16.365,11.511,11.798,7.952,7.045,2.2908,7.199,40.493,6.38,96.5516,0.138,-3.174,466,0,8,12.82,0.663,,PF3D7_1437600,Q8IL90
35.384,167.39,239.012,5.738,2.325,16.594,80.786,89.403,91.223,78.529,43.8168,411.001,238.54,125.798,183.116,1,-2.269,335,0,18,26.13,0.911,,PF3D7_1437700,Q8IL89
5.145,34.002,40.084,108.479,80.387,57.496,61.904,52.7,30.223,33.095,31.5061,60.725,38.676,35.165,19.5498,0.12,-2.926,39,3695.605435,2,10.25,0.551,sp|Q8IUR0|TPPC5_HUMAN,PF3D7_1437800,A0A144A213
570.01,760.89,532.924,911.838,1064.69,1421.886,839.215,546.716,617.78,343.462,459.07165,426.039,448.607,662.604,320.7169,0.814,-2.425,48,3797.140566,1,2.66,0.078,sp|P31689|DNJA1_HUMAN,PF3D7_1437900,Q8IL88
209.722,709.745,752.908,591.732,439.341,334.35,302.444,272.306,260.995,196.177,205.5259,197.58,137.087,71.046,64.8046,1,-2.687,184,1543.114523,5,2.43,0.066,tr|F8WAE5|F8WAE5_HUMAN,PF3D7_1438000,Q8IL87
557.558,1388.286,1248.387,182.351,193.264,157.432,384.927,471.421,425.4,323.801,166.6331,96.281,98.572,54.504,307.7331,0.169,-2.953,41,689.6427056,0,0,0,sp|Q99442|SEC62_HUMAN,PF3D7_1438100,Q8IL86
,,,,,,,,,,,,,,,,,2,0,,,,,PF3D7_1438200,
0,171.667,108.032,,,,,,,,,,,,,,,,0,,,,,PF3D7_1438300,
5.551,15.634,17.878,19.859,64.798,52.221,52.217,84.261,118.551,139.622,78.9171,17.884,44.401,32.972,23.8316,1,-2.31,1660,0,6,7.85,0.416,,PF3D7_1438400,Q8IL84
192.402,607.197,368.092,90.165,87.444,91.674,73.535,56.379,42.33,37.267,38.17755,70.124,47.34,39.671,30.6218,0.121,-3.09,304,2910.986872,3,45.02,0.972,sp|Q9UKF6|CPSF3_HUMAN,PF3D7_1438500,Q8IL83
41.482,38.35,48.76,98.78,71.24,67.732,65.246,54.824,35.129,41.662,25.0931,12.425,24.313,24.527,71.0562,0.125,-3.008,58,1732.851986,3,6.1,0.302,sp|Q7L5D6|GET4_HUMAN,PF3D7_1438600,Q8IL82
52.043,54.193,53.181,11.5,11.095,128.408,275.345,307.679,239.949,128.856,90.876,180.637,212.742,147.225,672.2253,0.124,-3.197,49,3451.365487,7,7.15,0.372,tr|A0A9L9PXM3|A0A9L9PXM3_HUMAN,PF3D7_1438700,A0A144A659
4.455,10.346,3.227,6.315,2.357,2.381,4.435,28.49,33.276,53.368,52.7384,1621.702,1961.794,1316.207,1874.8458,0.999,-2.432,166,0,9,8.23,0.439,,PF3D7_1438800,A0A144A3K9
4825.658,3929.995,3738.434,1641.592,1331.58,1458.72,1391.469,877.215,550.957,486.661,312.805,1030.511,511.31,335.899,7.135,0.848,-2.296,21,4871.8,1,1.64,0.027,sp|P30048|PRDX3_HUMAN,PF3D7_1438900,Q8IL80
3110.894,4073.908,3612.374,44.965,16.696,63.395,313.125,328.3,271.267,211.872,85.5963,40.136,76.431,126.119,1.8054,0.127,-2.749,86,0,9,6.25,0.313,,PF3D7_1439000,Q8IL79
115.491,440.049,447.099,26.823,27.328,23.995,28.231,23.105,19.581,6.863,5.3557,12.334,22.851,8.81,37.941,1,-1.588,782,954.6893204,34,11.52,0.614,sp|Q8N3C0|ASCC3_HUMAN,PF3D7_1439100,Q8IL78
7.296,21.997,24.271,48.782,46.004,41.464,44.51,43.276,30.208,19.209,15.4897,24.364,29.882,13.401,73.1656,1,-2.218,631,0,19,23.91,0.894,,PF3D7_1439200,Q8IL77
132.324,52.764,74.386,55.72,50.011,41.241,65.885,93.565,116.537,92.788,67.8836,18.754,16.868,15.605,27.565,0.15,-2.883,1096,232.947421,15,24.19,0.896,sp|Q9UBS9|SUCO_HUMAN,PF3D7_1439300,Q8IL76
165.87,493.654,420.238,28.286,11.034,79.076,376.978,532.793,460.804,364.994,282.33825,398.9,321.305,196.117,166.6658,0.876,-2.584,52,2478.859155,1,0.82,0.003,sp|P47985|UCRI_HUMAN,PF3D7_1439400,Q8IL75
22.893,69.495,62.374,75.178,12.006,6.001,41.426,96.185,144.488,274.493,280.5107,39.341,43.12,16.083,46.7432,1,0.492,836,493.4793296,3,7.59,0.401,tr|Q5T6K7|Q5T6K7_HUMAN,PF3D7_1439500,Q8IL74
262.381,274.179,444.477,24.945,18.734,148.391,339.033,386.108,382.454,367.888,205.51665,74.733,66.95,39.874,28.8017,0.122,-2.71,31,0,3,2.14,0.05,,PF3D7_1439600,Q8IL73
343.188,828.595,713.794,8.822,9.899,87.45,163.379,153.516,128.188,83.449,50.004,57.054,46.123,18.68,18.8637,0.121,-3.182,103,3180.39633,3,28.52,0.925,sp|Q9UIC8|LCMT1_HUMAN,PF3D7_1439700,Q8IL72
282.438,154.431,198.528,371.009,549.852,640.535,873.362,1245.509,1382.618,793.029,657.62955,16.313,36.652,51.355,100.3124,0.134,-3.157,35,2863.06639,0,0,0,sp|Q9P0L0|VAPA_HUMAN,PF3D7_1439800,Q8IL71
289.48,443.506,484.973,1421.554,1490.461,2152.323,1508.815,621.85,498.827,307.501,242.2021,133.43,100.358,33.549,170.4488,0.122,-3.063,72,4274.163306,5,4.6,0.199,sp|P60174|TPIS_HUMAN,PF3D7_1439900,A0A144A4G4
119.893,197.359,366.065,2.435,0.896,13.134,49.711,62.336,63.227,38.921,24.10645,42.726,45.45,24.525,96.7748,1,-1.494,1662,0,8,4.69,0.205,,PF3D7_1440000,Q8IL70
53.549,126.619,179.33,13.287,7.24,75.31,227.105,281.591,292.228,227.311,123.12665,103.631,78.683,20.32,369.8698,0.341,-2.607,526,0,3,21.4,0.869,,PF3D7_1440100,Q8IL69
66.406,31.141,27.917,0.625,6.749,18.37,23.756,14.996,12.952,7.675,7.8385,4.319,9,3.432,29.5584,0.12,-2.995,741,0,43,9.02,0.483,,PF3D7_1440200,Q8IL67
95.697,354,182.847,0,0,0,0,0,0,0,0,0,0,0,0,0.141,-2.951,168,2172.94878,6,8.16,0.435,sp|P13716|HEM2_HUMAN,PF3D7_1440300,Q8IL68
1.859,8.232,8.495,4.463,1.372,2.673,34.95,103.619,144.754,120.194,83.42235,28.989,31.581,24.588,34.9594,0.141,-2.967,783,0,16,21.21,0.867,,PF3D7_1440400,Q8IL66
67.226,192.12,169.131,30.978,153.794,147.67,59.917,147.696,177.943,110.254,97.15735,422.411,324.49,188.614,159.6952,1,-0.154,131,1103.074141,6,8.48,0.452,sp|Q8N6M5|ALLC_HUMAN,PF3D7_1440500,Q8IL65
1.295,8.361,5.053,2.126,8.072,14.233,26.16,30.987,22.306,18.474,13.43515,130.886,101.5,43.158,522.4853,0.918,-2.344,132,0,4,4.29,0.177,,PF3D7_1440600,A0A144A207
120.358,70.236,88.112,18.202,101.527,93.141,84.688,101.053,72.684,70.282,39.6143,415.03,487.559,176.144,2803.036,0.123,-3.099,321,0,6,9.22,0.494,,PF3D7_1440700,Q8IL63
94.872,133.916,150.003,7.7,72.233,107.086,77.761,87.034,58.877,77.904,75.7373,95.124,107.806,104.315,88.7517,0.964,-1.891,264,0,15,9.87,0.531,,PF3D7_1440800,Q8IL62
2.472,1.174,1.648,14.723,11.502,7.184,15.513,76.744,104.27,150.947,104.5789,38.797,68.382,36.458,35.2257,0.127,-2.969,103,0,0,0,0,,PF3D7_1440900,Q8IL61
73.02,65.734,76.901,68.54,57.709,34.851,29.184,30.864,33.34,46.435,43.7401,110.369,125.561,187.858,104.5696,0.826,-2.936,283,0,4,24.86,0.901,,PF3D7_1441000,Q8IL60
208.234,222.249,247.931,1048.831,602.575,595.534,717.283,490.326,508.111,486.523,1090.2374,231.841,220.984,240.648,139.9194,1,-0.602,88,0,0,0,0,,PF3D7_1441100,Q8IL59
198.666,372.618,354.264,634.398,1062.881,958.018,574.402,282.995,150.103,154.736,216.2955,61.271,53.638,64.346,10.3328,0.37,-3.314,10,6267.299539,0,0,0,sp|P62906|RL10A_HUMAN,PF3D7_1441200,Q8IL58
11.635,25.646,27.173,3.76,1.324,1.424,17.699,33.538,51.967,43.163,23.02875,84.661,194.31,240.576,158.1856,1,0.165,2022,431.6865154,4,20.5,0.856,sp|Q14680|MELK_HUMAN,PF3D7_1441300,Q8IL57
33.393,155.588,220.734,106.958,272.76,473.397,501.073,379.831,288.406,188.753,124.34455,489.829,460.512,243.55,862.9811,0.12,-3.034,81,2826.12332,4,4.57,0.197,sp|Q08945|SSRP1_HUMAN,PF3D7_1441400,Q8IL56
61.924,74.811,70.506,48.011,60.364,95.616,162.239,168.667,152.283,89.881,66.23195,65.852,81.322,45.172,159.3601,0.973,-2.662,144,0,7,6.26,0.313,,PF3D7_1441500,Q8IL55
32.225,39.732,21.873,8.939,32.369,31.575,43.955,59.465,65.22,68.097,31.7773,52.896,71.677,119.478,80.2031,1,-0.496,238,1564.167311,8,4.01,0.16,sp|Q9NZD8|SPG21_HUMAN,PF3D7_1441600,Q8IL54
89.933,46.436,41.146,1.854,5.922,23.312,27.435,34.569,24.609,21.476,12.058,43.967,54.428,95.409,136.5809,0.233,-3.322,167,1179.032096,8,27.47,0.921,sp|Q9Y6H3|ATP23_HUMAN,PF3D7_1441700,Q8IL53
312.271,137.415,161.631,9.333,26.953,70.085,90.245,88.867,87.558,56.209,39.44905,26.362,22.868,30.284,90.8054,1,0.401,72,2663.758952,0,0,0,sp|Q9NZZ3|CHMP5_HUMAN,PF3D7_1441800,A0A144A3Q5
109.103,105.983,127.216,73.144,87.331,68.355,85.906,114.493,105.758,58.994,33.75105,142.363,97.628,149.079,28.162,0.122,0,12,0,0,0,0,,PF3D7_1441900,Q8IL51
224.477,590.792,554.042,18.177,56.39,128.131,94.222,75.757,35.065,34.055,23.12935,166.305,168.995,108.82,116.2582,0.124,-2.82,25,5573.810929,2,1.9,0.038,sp|P36404|ARL2_HUMAN,PF3D7_1442000,Q8IL50
120.826,65.448,92.03,5.37,28.713,110.852,161.218,127.52,89.495,63.164,29.68975,44.055,49.721,36.475,15.8966,0.566,-3.267,27,0,0,0,0,,PF3D7_1442100,C6S3I6
160.055,82.335,100.819,12.843,11.717,66.934,86.214,87.236,96.461,66.851,68.28895,52.502,34.458,30.067,59.0708,0.998,-2.515,528,680.006,2,6.09,0.301,sp|Q8N3Z3|GTPB8_HUMAN,PF3D7_1442200,Q8IL49
792.838,622.918,427.845,540.811,563.17,499.789,484.52,283.229,263.171,184.652,180.8525,59.043,33.595,52.971,5.7045,1,0.417,164,1915.403731,4,2.19,0.053,tr|A0A8C8MUD1|A0A8C8MUD1_HUMAN,PF3D7_1442300,Q8IL48
58.472,34.54,67.163,15.044,132.355,64.794,81.553,146.487,174.768,142.781,93.5301,62.907,57.839,38.225,25.6283,1,-0.445,1617,0,3,15.67,0.759,,PF3D7_1442400,Q8IL47
5.109,24.805,14.554,6.871,52.118,89.628,75.141,62.798,53.508,30.678,17.01715,37.396,29.896,28.054,13.1444,0.12,-2.967,451,690.6055249,11,11.67,0.62,tr|H0YLH3|H0YLH3_HUMAN,PF3D7_1442500,Q8IL46
9.072,3.985,4.501,3.779,10.771,8.358,19.091,68.609,55.162,28.461,20.41,2.285,7.335,7.092,7.4117,1,0.542,137,0,,,,,PF3D7_1442600,
15.007,16.149,22.977,2.428,0.488,8.797,47.233,90.785,86.937,38.884,19.829,31.065,33.786,21.193,84.3085,1,-2.505,2139,0,7,9.08,0.486,,PF3D7_1442700,Q8IL44
8.992,23.81,27.402,20.813,5.238,3.909,6.022,6.569,3.472,4.715,2.3855,2.227,0.33,0,1.5819,0.184,-2.961,253,0,9,7.15,0.371,,PF3D7_1442800,Q8IL43
58.084,64.614,77.743,245.458,109.627,55.227,127.889,171.538,160.146,132.486,110.36195,61.824,48.43,32.077,108.7332,0.12,-3.05,1457,103.4283688,,,,tr|A0A7I2YQ65|A0A7I2YQ65_HUMAN,PF3D7_1442900,
22.787,38.084,48.03,7.21,3.257,15.092,56.372,99.419,106.599,107.72,64.2026,47.111,35.675,30.874,77.0407,1,-0.485,851,528.3962145,10,10.42,0.56,sp|Q92630|DYRK2_HUMAN,PF3D7_1443000,Q8IL41
116.481,56.29,81.991,33.306,80.128,105.191,164.576,191.123,197.101,131.516,73.48475,196.704,116.52,92.578,59.4862,0.12,-3.129,297,0,3,5.88,0.288,,PF3D7_1443100,Q8IL40
35.323,43.451,24.282,5.016,33.036,61.388,33.642,27.32,19.185,17.779,14.1079,11.846,45.905,15.65,28.6474,0.177,-3.321,250,0,4,6.5,0.329,,PF3D7_1443200,Q8IL39
748.974,847.711,1290.181,495.443,481.119,342.09,307.573,202.342,129.324,94.781,66.87095,75.109,49.608,39.341,18.0709,0.121,-3.185,24,4851.473267,0,0,0,sp|Q9Y4Y9|LSM5_HUMAN,PF3D7_1443300,Q8IL38
25.137,146.84,271.994,25.681,93.295,223.096,333.111,311.561,244.19,175.734,102.43395,89.619,67.76,26.312,37.0749,0.252,-2.75,488,0,9,18.26,0.819,,PF3D7_1443400,Q8IL37
82.81,53.061,41.814,3.289,44.275,110.619,62.366,42.179,33.975,25.176,18.2458,40.883,65.279,77.246,30.5543,0.122,-3.034,334,394.4264501,8,14.9,0.738,tr|A0A494BZU6|A0A494BZU6_HUMAN,PF3D7_1443500,Q8IL36
98.022,49.978,58.496,1.468,2.966,19.7,30.837,21.123,18.737,13.063,6.08735,21.752,48.458,13.877,8.0519,1,-2.099,730,184.4051633,16,16.2,0.773,sp|Q9UGJ1|GCP4_HUMAN,PF3D7_1443600,Q8IL35
53.962,108.338,137.842,5.386,6.082,51.125,88.844,104.283,90.048,84.981,38.84485,58.459,42.745,16.778,8.876,0.234,-3.436,20,2007.316423,6,3.54,0.131,sp|Q8WVC6|DCAKD_HUMAN,PF3D7_1443700,Q8IL34
22.983,76.626,80.516,59.544,99.018,104.673,128.78,105.274,93.272,63.244,43.21525,34.833,58.789,59.708,1.6524,0.122,-3.101,183,1568.621078,1,1.23,0.012,sp|O15541|R113A_HUMAN,PF3D7_1443800,Q8IL33
314.265,281.259,299.89,21.08,127.118,271.634,314.018,252.182,194.124,107.437,78.2766,141.095,99.34,122.811,170.3033,0.135,-3.033,173,2923.371305,8,15.34,0.751,tr|H0YIV0|H0YIV0_HUMAN,PF3D7_1443900,Q8IL32
0,5.271,6.01,0.242,1.589,2.774,6.196,9.499,6.127,6.319,4.19695,56.23,79.547,23.765,470.5098,0.395,-3.332,134,0,1,4.12,0.167,,PF3D7_1444000,Q8IL31
19.86,59.11,123.37,2.95,2.586,4.111,16.153,46.343,42.545,31.768,22.72885,16.497,11.29,3.708,104.6147,1,-0.814,1101,301.4847739,,,,sp|Q4G0P3|HYDIN_HUMAN,PF3D7_1444100,
0,64.36,474.178,3.511,0.755,7.931,63.733,138.199,98.28,104.536,55.356,23.638,59.463,8.17,13.4026,1,-1.531,30,1690.836715,4,8.08,0.43,tr|C9J7T9|C9J7T9_HUMAN,PF3D7_1444200,Q8IL29
276.296,132.655,145.921,159.312,154.982,236.985,368.722,486.089,381.853,491.95,285.3877,337.368,385.331,662.901,174.6086,0.22,-2.951,47,1506.849315,3,46,0.973,sp|Q99943|PLCA_HUMAN,PF3D7_1444300,Q8IL28
86.16,27.68,30.38,56.822,36.152,36.948,26.252,22.696,22.733,26.099,22.87435,80.556,90.891,80.603,6.7218,0.12,-3.034,279,0,5,5.51,0.263,,PF3D7_1444400,Q8IL27
13.024,30.455,40.244,105.213,40.941,13.622,26.878,44.093,35.045,38.084,52.85575,41.883,33.985,22.667,32.2094,1,-1.267,756,629.0150834,26,13.45,0.687,sp|Q9P2K8|E2AK4_HUMAN,PF3D7_1444500,Q8IL26
6.431,4.682,11.051,5.229,5.275,30.663,34.465,35.393,36.853,30.213,18.45995,32.926,15.396,23.163,44.126,0.155,-3.088,58,0,0,0,0,,PF3D7_1444600,C6S3I7
