Gene,LD4_1,LD4_2,LD4_3,LD5_1,LD5_2,LD5_3,LD6_1,LD6_2,LD6_3,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,D4F1,D4F2,D4M1,D4M2,D4M3,D6F1,D6F2,D6F3,D6F4,D6M1,D6M2,D10F1,D10F2,D10F3,D10M1,D11F1
PF3D7_1245100,0.0,75.0,11.0,107.0,432.0,681.0,1421.0,15993.0,2971.0,733.0,894.0,1193.0,24.0,31.0,77.0,305.0,486.0,1228.0,565.0,1122.0,1415.0,238.0,450.0,695.0,119.0,419.0,604.0,848.0,1049.0,846.0,81.0,48.0,122.0,362.0,22.0,691.0,673.0,1.0,87.0,411.0,517.0,25.0,782.0,2.0,100.0,287.0,283.0,916.0,1.0
PF3D7_1245200,0.0,321.0,0.0,214.0,924.0,1954.0,3609.0,39300.0,6056.0,196.0,137.0,460.0,15.0,205.0,125.0,79.0,99.0,385.0,309.0,459.0,359.0,45.0,132.0,137.0,345.0,347.0,487.0,173.0,188.0,209.0,10.0,6.0,27.0,10.0,7.0,113.0,38.0,5.0,5.0,22.0,37.0,5.0,181.0,1.0,15.0,11.0,23.0,342.0,0.0
PF3D7_1245300,0.0,24.0,0.0,83.0,111.0,166.0,400.0,5371.0,696.0,333.0,440.0,378.0,13.0,163.0,177.0,143.0,145.0,351.0,386.0,611.0,415.0,134.0,170.0,350.0,290.0,351.0,323.0,166.0,939.0,115.0,30.0,34.0,42.0,45.0,51.0,97.0,75.0,10.0,7.0,36.0,50.0,97.0,48.0,2.0,18.0,38.0,54.0,161.0,6.0
PF3D7_1245400,3.0,22.0,0.0,9.0,66.0,224.0,818.0,2165.0,540.0,598.0,479.0,1174.0,9.0,254.0,272.0,331.0,337.0,942.0,637.0,740.0,731.0,55.0,381.0,269.0,535.0,591.0,635.0,522.0,633.0,404.0,46.0,5.0,35.0,155.0,8.0,116.0,134.0,24.0,27.0,146.0,121.0,12.0,200.0,0.0,33.0,101.0,77.0,6.0,0.0
PF3D7_1245500,8.0,4.0,0.0,44.0,123.0,330.0,1497.0,8035.0,1742.0,1360.0,1024.0,1297.0,19.0,8.0,27.0,467.0,569.0,1177.0,401.0,855.0,1296.0,32.0,514.0,277.0,17.0,90.0,193.0,1270.0,1097.0,900.0,79.0,28.0,94.0,23.0,34.0,17.0,19.0,10.0,2.0,21.0,50.0,4.0,52.0,1.0,15.0,30.0,20.0,41.0,0.0
PF3D7_1245600,0.0,27.0,0.0,0.0,19.0,58.0,22.0,257.0,29.0,104.0,59.0,269.0,14.0,12.0,11.0,98.0,119.0,329.0,4.0,23.0,25.0,35.0,128.0,169.0,14.0,18.0,16.0,107.0,106.0,269.0,43.0,8.0,27.0,248.0,36.0,405.0,246.0,0.0,18.0,141.0,244.0,102.0,493.0,8.0,20.0,160.0,127.0,1162.0,1.0
PF3D7_1245700,0.0,3.0,0.0,4.0,5.0,43.0,56.0,163.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1245800,2.0,23.0,0.0,46.0,144.0,450.0,364.0,2386.0,1276.0,475.0,453.0,700.0,705.0,882.0,869.0,1977.0,1094.0,823.0,368.0,597.0,533.0,550.0,849.0,1283.0,613.0,556.0,470.0,823.0,499.0,608.0,880.0,594.0,874.0,271.0,178.0,125.0,86.0,122.0,22.0,259.0,285.0,350.0,73.0,46.0,78.0,258.0,272.0,14.0,52.0
PF3D7_1245900,17.0,39.0,0.0,87.0,72.0,346.0,968.0,4508.0,709.0,133.0,93.0,254.0,494.0,384.0,329.0,60.0,49.0,191.0,219.0,298.0,254.0,19.0,67.0,72.0,287.0,270.0,257.0,106.0,101.0,57.0,329.0,425.0,479.0,18.0,2.0,20.0,19.0,0.0,1.0,0.0,19.0,7.0,1.0,0.0,3.0,6.0,2.0,5.0,0.0
PF3D7_1246000,0.0,43.0,0.0,16.0,82.0,155.0,622.0,2318.0,283.0,24.0,20.0,58.0,42.0,91.0,39.0,28.0,22.0,45.0,13.0,28.0,12.0,18.0,43.0,47.0,40.0,18.0,9.0,21.0,29.0,30.0,122.0,17.0,155.0,61.0,41.0,30.0,41.0,69.0,3.0,35.0,62.0,14.0,50.0,0.0,22.0,31.0,24.0,19.0,0.0
PF3D7_1246100,22.0,470.0,59.0,663.0,2751.0,5566.0,4628.0,76486.0,30070.0,259.0,456.0,653.0,22.0,31.0,53.0,259.0,400.0,761.0,245.0,578.0,377.0,128.0,390.0,403.0,91.0,226.0,259.0,406.0,553.0,401.0,86.0,19.0,101.0,244.0,32.0,54.0,192.0,475.0,49.0,162.0,257.0,30.0,262.0,0.0,28.0,169.0,92.0,112.0,56.0
PF3D7_1246200,12.0,1402.0,28.0,542.0,2318.0,5195.0,7248.0,73249.0,23889.0,49518.0,70332.0,33653.0,2580.0,3474.0,5040.0,154299.0,116291.0,75495.0,13030.0,28458.0,42285.0,46595.0,131625.0,97142.0,7084.0,9756.0,11096.0,128008.0,63556.0,101178.0,17267.0,4151.0,7810.0,14542.0,1093.0,3651.0,5326.0,1338.0,2031.0,11313.0,13788.0,1137.0,3726.0,199.0,1404.0,13273.0,10309.0,5560.0,68.0
PF3D7_1246300,0.0,17.0,0.0,36.0,48.0,52.0,322.0,1236.0,313.0,3746.0,4628.0,2340.0,5366.0,2739.0,2810.0,6470.0,6453.0,5606.0,256.0,1522.0,2600.0,884.0,4527.0,2852.0,450.0,142.0,213.0,8435.0,3777.0,3971.0,7159.0,4729.0,7804.0,127.0,22.0,82.0,60.0,417.0,42.0,99.0,121.0,47.0,70.0,0.0,35.0,113.0,80.0,270.0,0.0
PF3D7_1246400,1.0,11.0,0.0,33.0,37.0,28.0,131.0,1675.0,198.0,2614.0,4243.0,1392.0,420.0,166.0,312.0,28948.0,16766.0,7743.0,213.0,841.0,1369.0,11377.0,9880.0,16553.0,289.0,248.0,224.0,13828.0,1579.0,5472.0,3779.0,793.0,1329.0,3303.0,1577.0,253.0,496.0,433.0,355.0,2343.0,3278.0,4003.0,362.0,48.0,381.0,3635.0,2900.0,866.0,108.0
PF3D7_1246500,13.0,12.0,0.0,24.0,70.0,164.0,223.0,2516.0,609.0,224.0,278.0,642.0,520.0,599.0,627.0,138.0,123.0,494.0,321.0,462.0,366.0,37.0,214.0,191.0,717.0,427.0,437.0,150.0,421.0,285.0,272.0,330.0,448.0,31.0,107.0,89.0,49.0,734.0,1.0,18.0,41.0,68.0,106.0,1.0,36.0,14.0,34.0,211.0,0.0
PF3D7_1246600,69.0,465.0,0.0,966.0,972.0,2239.0,2803.0,88610.0,8985.0,505.0,571.0,892.0,1183.0,843.0,917.0,214.0,216.0,546.0,616.0,846.0,740.0,61.0,212.0,252.0,911.0,727.0,596.0,313.0,807.0,524.0,786.0,1084.0,1146.0,59.0,26.0,25.0,42.0,20.0,24.0,50.0,48.0,24.0,23.0,2.0,23.0,76.0,57.0,10.0,0.0
PF3D7_1246700,5.0,41.0,0.0,85.0,178.0,449.0,820.0,14323.0,2084.0,637.0,278.0,1054.0,21.0,478.0,476.0,151.0,157.0,691.0,963.0,1079.0,1039.0,19.0,163.0,210.0,1005.0,1173.0,1390.0,327.0,406.0,404.0,60.0,11.0,119.0,68.0,23.0,42.0,31.0,36.0,11.0,78.0,72.0,19.0,48.0,0.0,34.0,83.0,81.0,0.0,0.0
PF3D7_1246800,22.0,181.0,1.0,318.0,693.0,1528.0,3245.0,29875.0,6461.0,3341.0,2056.0,3458.0,1127.0,3561.0,3505.0,1851.0,1470.0,2959.0,2502.0,3148.0,3912.0,166.0,1208.0,913.0,3508.0,2781.0,2713.0,3820.0,2185.0,1651.0,210.0,434.0,653.0,32.0,12.0,1.0,44.0,16.0,6.0,22.0,57.0,2.0,69.0,19.0,13.0,27.0,48.0,213.0,0.0
PF3D7_1246900,0.0,6.0,0.0,2.0,10.0,36.0,64.0,241.0,42.0,742.0,911.0,1345.0,17.0,73.0,115.0,344.0,617.0,1319.0,687.0,1031.0,1003.0,52.0,643.0,409.0,222.0,676.0,879.0,798.0,1140.0,950.0,40.0,19.0,87.0,943.0,118.0,380.0,423.0,76.0,113.0,904.0,882.0,65.0,285.0,36.0,112.0,1054.0,771.0,298.0,0.0
PF3D7_1247000,1.0,9.0,0.0,3.0,42.0,98.0,266.0,1881.0,308.0,723.0,633.0,837.0,15.0,10.0,19.0,352.0,437.0,1088.0,235.0,640.0,834.0,46.0,369.0,254.0,25.0,100.0,156.0,843.0,630.0,485.0,64.0,9.0,51.0,267.0,80.0,252.0,194.0,48.0,17.0,267.0,324.0,42.0,89.0,62.0,32.0,249.0,175.0,178.0,0.0
PF3D7_1247100,21.0,39.0,0.0,98.0,207.0,531.0,883.0,8401.0,1350.0,599.0,314.0,1072.0,632.0,739.0,683.0,273.0,209.0,728.0,443.0,670.0,831.0,34.0,226.0,256.0,790.0,574.0,757.0,582.0,321.0,278.0,466.0,696.0,761.0,109.0,44.0,19.0,46.0,30.0,3.0,65.0,42.0,63.0,51.0,1.0,14.0,80.0,100.0,3.0,0.0
PF3D7_1247200,3.0,3.0,0.0,0.0,7.0,17.0,26.0,363.0,68.0,130.0,161.0,316.0,380.0,523.0,465.0,98.0,83.0,266.0,160.0,311.0,238.0,71.0,135.0,153.0,242.0,220.0,225.0,169.0,211.0,76.0,308.0,418.0,482.0,28.0,45.0,63.0,38.0,51.0,4.0,27.0,34.0,54.0,60.0,2.0,13.0,70.0,31.0,6.0,0.0
PF3D7_1247300,2.0,51.0,0.0,47.0,82.0,501.0,293.0,1693.0,1194.0,510.0,485.0,1089.0,1327.0,1410.0,1151.0,544.0,602.0,1324.0,547.0,803.0,887.0,628.0,1105.0,1297.0,982.0,679.0,916.0,557.0,476.0,581.0,1588.0,1236.0,1716.0,121.0,262.0,191.0,272.0,635.0,28.0,78.0,182.0,266.0,294.0,252.0,79.0,76.0,80.0,256.0,24.0
PF3D7_1247400,220.0,1617.0,97.0,1897.0,5870.0,12781.0,15394.0,94252.0,34958.0,1315.0,1275.0,2193.0,1721.0,5003.0,5190.0,1043.0,990.0,2554.0,2944.0,3341.0,3479.0,283.0,886.0,1025.0,5769.0,5756.0,5515.0,1728.0,1341.0,1325.0,683.0,1161.0,1606.0,373.0,360.0,558.0,664.0,706.0,97.0,354.0,465.0,562.0,660.0,63.0,103.0,325.0,301.0,366.0,32.0
PF3D7_1247500,3.0,93.0,0.0,91.0,462.0,1202.0,836.0,9997.0,4463.0,1694.0,1738.0,1581.0,34.0,93.0,163.0,1734.0,1684.0,1755.0,322.0,955.0,964.0,201.0,1591.0,835.0,212.0,368.0,442.0,3267.0,1231.0,1640.0,212.0,52.0,105.0,880.0,32.0,298.0,236.0,8.0,92.0,758.0,1046.0,27.0,165.0,4.0,75.0,649.0,544.0,51.0,0.0
PF3D7_1247600,0.0,12.0,0.0,18.0,29.0,60.0,324.0,969.0,169.0,65.0,56.0,120.0,1.0,0.0,3.0,109.0,137.0,232.0,5.0,30.0,24.0,12.0,146.0,74.0,1.0,1.0,4.0,179.0,16.0,65.0,22.0,0.0,12.0,8.0,6.0,4.0,4.0,39.0,0.0,14.0,11.0,6.0,24.0,0.0,3.0,21.0,22.0,2.0,0.0
PF3D7_1247700,0.0,9.0,0.0,9.0,3.0,21.0,63.0,399.0,78.0,387.0,868.0,369.0,19.0,7.0,14.0,1124.0,1536.0,956.0,11.0,81.0,186.0,130.0,1250.0,496.0,5.0,0.0,5.0,1263.0,518.0,652.0,66.0,34.0,42.0,3.0,10.0,56.0,15.0,21.0,3.0,22.0,33.0,3.0,8.0,0.0,24.0,34.0,24.0,163.0,2.0
PF3D7_1247800,0.0,0.0,0.0,0.0,0.0,1.0,11.0,103.0,0.0,748.0,1597.0,1081.0,19.0,18.0,25.0,1580.0,2703.0,2544.0,18.0,179.0,345.0,142.0,2157.0,998.0,6.0,13.0,21.0,1775.0,858.0,1444.0,126.0,50.0,92.0,5374.0,907.0,658.0,1189.0,203.0,441.0,4438.0,5429.0,398.0,760.0,63.0,233.0,6064.0,5613.0,1469.0,0.0
PF3D7_1247900,0.0,39.0,3.0,49.0,50.0,404.0,281.0,950.0,346.0,102.0,73.0,271.0,1225.0,1079.0,1254.0,145.0,79.0,264.0,168.0,202.0,148.0,159.0,229.0,253.0,704.0,374.0,418.0,116.0,130.0,156.0,1533.0,998.0,1598.0,14.0,15.0,2.0,13.0,7.0,0.0,8.0,15.0,29.0,10.0,0.0,2.0,7.0,4.0,0.0,0.0
PF3D7_1248000,0.0,24.0,1.0,35.0,20.0,84.0,365.0,4361.0,349.0,134.0,66.0,336.0,19.0,18.0,15.0,54.0,47.0,293.0,35.0,68.0,209.0,15.0,53.0,35.0,16.0,9.0,41.0,107.0,61.0,104.0,48.0,21.0,49.0,3.0,12.0,0.0,6.0,0.0,10.0,19.0,28.0,4.0,16.0,0.0,2.0,14.0,4.0,2.0,0.0
PF3D7_1248100,0.0,15.0,0.0,30.0,37.0,76.0,98.0,3843.0,272.0,743.0,585.0,1142.0,1138.0,1479.0,1407.0,363.0,362.0,886.0,696.0,1066.0,984.0,146.0,406.0,368.0,1160.0,865.0,1130.0,838.0,709.0,508.0,798.0,1203.0,1353.0,69.0,13.0,59.0,50.0,230.0,18.0,78.0,110.0,9.0,26.0,6.0,25.0,74.0,67.0,60.0,3.0
PF3D7_1248200,2.0,44.0,0.0,60.0,64.0,197.0,228.0,7684.0,606.0,870.0,1291.0,1392.0,1171.0,1663.0,1748.0,1079.0,1059.0,1250.0,711.0,1153.0,1031.0,382.0,1097.0,952.0,1159.0,929.0,1056.0,1118.0,2116.0,761.0,1287.0,1054.0,1559.0,631.0,175.0,376.0,407.0,119.0,69.0,806.0,522.0,278.0,366.0,138.0,83.0,1163.0,746.0,266.0,0.0
PF3D7_1248300,0.0,15.0,0.0,59.0,45.0,256.0,477.0,8225.0,423.0,639.0,202.0,509.0,55.0,92.0,88.0,177.0,118.0,473.0,271.0,540.0,610.0,40.0,119.0,145.0,174.0,251.0,279.0,390.0,131.0,223.0,132.0,28.0,109.0,428.0,119.0,0.0,28.0,83.0,23.0,298.0,254.0,203.0,6.0,6.0,30.0,351.0,477.0,305.0,24.0
PF3D7_1248400,0.0,1.0,0.0,0.0,10.0,6.0,17.0,296.0,37.0,59.0,68.0,150.0,15.0,17.0,43.0,104.0,142.0,188.0,41.0,68.0,20.0,89.0,251.0,272.0,55.0,64.0,63.0,103.0,86.0,98.0,60.0,28.0,30.0,5151.0,835.0,292.0,607.0,38.0,203.0,3746.0,3239.0,336.0,611.0,0.0,332.0,7981.0,5882.0,736.0,20.0
PF3D7_1248500,29.0,318.0,6.0,556.0,1292.0,2747.0,5716.0,68145.0,12729.0,7434.0,10081.0,6675.0,8129.0,12440.0,14745.0,18856.0,13878.0,9859.0,7647.0,10897.0,10949.0,15431.0,12163.0,17494.0,14422.0,10269.0,10328.0,13647.0,11760.0,5276.0,12473.0,7853.0,10852.0,1924.0,1709.0,2590.0,3066.0,594.0,289.0,2060.0,2899.0,1329.0,2482.0,621.0,1170.0,1965.0,1990.0,1504.0,344.0
PF3D7_1248600,4.0,59.0,0.0,72.0,180.0,266.0,1264.0,11403.0,762.0,1297.0,846.0,1804.0,181.0,343.0,302.0,698.0,733.0,1847.0,861.0,1443.0,2294.0,611.0,545.0,773.0,328.0,407.0,795.0,1350.0,1066.0,809.0,1178.0,178.0,917.0,160.0,100.0,257.0,256.0,49.0,20.0,109.0,156.0,32.0,134.0,2.0,28.0,135.0,76.0,262.0,0.0
PF3D7_1248700,85.0,794.0,64.0,1070.0,3036.0,5112.0,21945.0,23048.0,24753.0,21465.0,25470.0,16388.0,17884.0,17972.0,14656.0,8475.0,10363.0,12806.0,11352.0,12114.0,15721.0,29215.0,14767.0,26064.0,11802.0,6866.0,8591.0,18979.0,24689.0,21467.0,19862.0,11357.0,15779.0,996.0,556.0,2231.0,2482.0,172.0,210.0,1471.0,1709.0,280.0,1926.0,101.0,169.0,880.0,991.0,2333.0,42.0
PF3D7_1248800,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1151.0,85.0,42.0,22.0,60.0,6.0,20.0,20.0,13.0,19.0,43.0,59.0,81.0,91.0,3.0,31.0,43.0,74.0,97.0,67.0,33.0,32.0,52.0,12.0,7.0,9.0,20.0,32.0,0.0,6.0,12.0,2.0,30.0,52.0,32.0,0.0,0.0,0.0,101.0,96.0,8.0,0.0
PF3D7_1248900,5.0,190.0,34.0,186.0,787.0,2206.0,2248.0,15350.0,5585.0,7650.0,6817.0,6173.0,2446.0,3454.0,3721.0,4834.0,4510.0,7486.0,3773.0,6549.0,9020.0,541.0,3971.0,2688.0,2861.0,2866.0,3369.0,9047.0,8126.0,3853.0,1685.0,1855.0,2779.0,624.0,210.0,432.0,645.0,123.0,52.0,439.0,458.0,140.0,344.0,84.0,71.0,872.0,518.0,149.0,0.0
PF3D7_1249000,41.0,90.0,11.0,204.0,293.0,2485.0,2001.0,8715.0,3620.0,130.0,83.0,273.0,198.0,425.0,331.0,65.0,99.0,289.0,118.0,159.0,177.0,11.0,85.0,85.0,324.0,221.0,213.0,104.0,49.0,55.0,92.0,156.0,179.0,12.0,176.0,24.0,26.0,355.0,5.0,28.0,25.0,52.0,55.0,34.0,10.0,15.0,14.0,27.0,0.0
PF3D7_1249100,6.0,232.0,0.0,155.0,531.0,1653.0,1693.0,13520.0,3412.0,704.0,600.0,1419.0,2610.0,3975.0,4083.0,353.0,283.0,1019.0,1842.0,1781.0,1713.0,213.0,418.0,486.0,4000.0,2717.0,3002.0,436.0,1437.0,542.0,2610.0,2249.0,2967.0,1012.0,83.0,110.0,236.0,13.0,56.0,657.0,780.0,98.0,428.0,0.0,172.0,1180.0,750.0,102.0,0.0
PF3D7_1249200,0.0,0.0,0.0,0.0,1.0,50.0,84.0,397.0,1.0,88.0,123.0,77.0,10.0,36.0,12.0,50.0,19.0,92.0,11.0,38.0,101.0,2.0,47.0,31.0,30.0,15.0,27.0,115.0,40.0,54.0,20.0,2.0,36.0,0.0,6.0,2.0,6.0,0.0,0.0,20.0,14.0,1.0,134.0,0.0,2.0,18.0,6.0,297.0,0.0
PF3D7_1249300,0.0,72.0,2.0,61.0,179.0,445.0,478.0,20913.0,2032.0,3303.0,2964.0,3258.0,1905.0,3024.0,2811.0,1231.0,1474.0,2737.0,2912.0,4403.0,5003.0,195.0,1465.0,1093.0,2739.0,2357.0,2868.0,2724.0,3697.0,2471.0,2003.0,1782.0,2476.0,729.0,485.0,861.0,907.0,790.0,140.0,562.0,715.0,571.0,816.0,133.0,162.0,574.0,452.0,427.0,99.0
PF3D7_1249400,0.0,1.0,0.0,3.0,10.0,38.0,73.0,196.0,50.0,1216.0,949.0,1553.0,69.0,197.0,250.0,758.0,754.0,1442.0,636.0,1044.0,1521.0,57.0,654.0,477.0,332.0,483.0,666.0,1231.0,723.0,913.0,98.0,205.0,188.0,128.0,105.0,238.0,226.0,54.0,30.0,135.0,152.0,61.0,182.0,58.0,21.0,110.0,117.0,48.0,0.0
PF3D7_1249500,9.0,11.0,0.0,23.0,78.0,201.0,608.0,2820.0,653.0,1019.0,747.0,1345.0,12.0,139.0,141.0,267.0,424.0,1065.0,803.0,1171.0,1515.0,15.0,452.0,236.0,301.0,449.0,637.0,623.0,820.0,709.0,30.0,11.0,71.0,39.0,276.0,101.0,63.0,158.0,4.0,35.0,45.0,224.0,17.0,0.0,6.0,46.0,72.0,31.0,16.0
PF3D7_1249600,1.0,26.0,0.0,21.0,54.0,108.0,114.0,4046.0,219.0,575.0,654.0,818.0,5.0,20.0,20.0,230.0,462.0,835.0,222.0,458.0,753.0,23.0,398.0,196.0,26.0,138.0,243.0,385.0,824.0,567.0,34.0,6.0,35.0,61.0,20.0,100.0,118.0,200.0,11.0,101.0,99.0,19.0,33.0,1.0,23.0,43.0,41.0,86.0,51.0
PF3D7_1249700,0.0,52.0,10.0,235.0,875.0,2198.0,5257.0,50770.0,11236.0,61.0,202.0,244.0,2.0,3.0,11.0,103.0,354.0,533.0,14.0,86.0,49.0,17.0,252.0,224.0,5.0,8.0,11.0,156.0,253.0,276.0,10.0,4.0,21.0,14.0,35.0,64.0,77.0,119.0,8.0,68.0,128.0,14.0,23.0,4.0,6.0,28.0,39.0,280.0,0.0
PF3D7_1249800,24.0,207.0,28.0,217.0,521.0,1020.0,4207.0,34720.0,5001.0,1801.0,1586.0,2384.0,1360.0,2353.0,1661.0,1357.0,1659.0,2802.0,1166.0,1737.0,2466.0,334.0,1567.0,993.0,1494.0,1071.0,1362.0,2360.0,1592.0,2734.0,1628.0,912.0,1643.0,304.0,104.0,610.0,810.0,146.0,79.0,419.0,462.0,117.0,682.0,29.0,93.0,270.0,335.0,1061.0,1.0
PF3D7_1249900,18.0,31.0,0.0,57.0,91.0,278.0,467.0,4847.0,760.0,2593.0,2750.0,5043.0,1715.0,2395.0,2381.0,1000.0,1196.0,3777.0,1939.0,2917.0,2919.0,189.0,1653.0,1071.0,2655.0,2194.0,2347.0,1720.0,5600.0,3257.0,1991.0,1358.0,2031.0,25.0,142.0,174.0,111.0,125.0,8.0,55.0,63.0,217.0,85.0,75.0,23.0,66.0,40.0,0.0,42.0
PF3D7_1250000,34.0,63.0,1.0,110.0,282.0,638.0,1319.0,10126.0,2212.0,968.0,769.0,1345.0,1664.0,2086.0,2173.0,434.0,362.0,874.0,830.0,1296.0,1434.0,188.0,410.0,383.0,1475.0,1100.0,993.0,617.0,999.0,415.0,1610.0,1486.0,1781.0,145.0,162.0,113.0,121.0,36.0,16.0,113.0,144.0,129.0,153.0,39.0,24.0,119.0,172.0,203.0,0.0
PF3D7_1250100,0.0,0.0,0.0,4.0,7.0,46.0,6.0,233.0,35.0,55.0,24.0,170.0,5.0,4.0,4.0,28.0,41.0,180.0,42.0,66.0,31.0,17.0,77.0,60.0,11.0,21.0,51.0,26.0,19.0,87.0,17.0,9.0,20.0,2350.0,107.0,97.0,196.0,33.0,66.0,2302.0,4952.0,192.0,105.0,0.0,42.0,959.0,1853.0,106.0,54.0
PF3D7_1250200,0.0,87.0,0.0,51.0,118.0,313.0,860.0,7409.0,1281.0,2366.0,2577.0,1650.0,2766.0,3102.0,3190.0,7514.0,4898.0,3776.0,1161.0,1966.0,1873.0,1507.0,3782.0,3768.0,2268.0,1490.0,1441.0,6363.0,1290.0,2971.0,3203.0,1989.0,3068.0,371.0,1223.0,1038.0,1431.0,1226.0,180.0,661.0,783.0,1658.0,1431.0,805.0,434.0,605.0,549.0,555.0,310.0
PF3D7_1250300,9.0,25.0,0.0,37.0,292.0,538.0,1432.0,11332.0,1201.0,4496.0,2951.0,6200.0,271.0,988.0,988.0,1290.0,1720.0,4241.0,1863.0,2933.0,3305.0,175.0,1489.0,1090.0,1359.0,1277.0,1430.0,2738.0,3999.0,2751.0,194.0,140.0,260.0,391.0,141.0,495.0,342.0,5.0,62.0,431.0,348.0,37.0,393.0,0.0,77.0,452.0,360.0,98.0,58.0
PF3D7_1250400,0.0,13.0,0.0,0.0,0.0,5.0,114.0,1082.0,119.0,715.0,334.0,1522.0,17.0,2.0,2.0,150.0,150.0,861.0,285.0,508.0,641.0,16.0,182.0,206.0,9.0,95.0,200.0,398.0,423.0,627.0,13.0,20.0,41.0,1204.0,55.0,78.0,80.0,1.0,113.0,1141.0,1555.0,316.0,124.0,0.0,141.0,1706.0,1236.0,355.0,47.0
PF3D7_1250500,7.0,40.0,11.0,46.0,162.0,270.0,1998.0,8374.0,703.0,1664.0,799.0,1851.0,1058.0,1333.0,1425.0,570.0,596.0,1403.0,1019.0,1711.0,1814.0,128.0,525.0,363.0,1221.0,1038.0,964.0,1023.0,980.0,684.0,459.0,731.0,974.0,272.0,265.0,338.0,688.0,70.0,118.0,316.0,438.0,311.0,480.0,88.0,97.0,222.0,195.0,447.0,40.0
PF3D7_1250600,0.0,18.0,6.0,21.0,126.0,96.0,431.0,4920.0,552.0,1478.0,1141.0,2212.0,2323.0,1350.0,1509.0,493.0,642.0,1750.0,1164.0,1994.0,2137.0,224.0,764.0,676.0,1104.0,1203.0,1389.0,1136.0,1225.0,1258.0,3817.0,3063.0,4140.0,303.0,166.0,454.0,629.0,297.0,178.0,318.0,411.0,88.0,596.0,46.0,103.0,212.0,215.0,282.0,0.0
PF3D7_1250700,5.0,24.0,0.0,46.0,165.0,137.0,383.0,10575.0,601.0,913.0,450.0,1346.0,450.0,172.0,243.0,270.0,227.0,1058.0,703.0,1132.0,1300.0,51.0,159.0,184.0,236.0,462.0,716.0,715.0,607.0,408.0,574.0,536.0,746.0,14.0,0.0,22.0,32.0,13.0,4.0,26.0,18.0,38.0,22.0,1.0,13.0,12.0,18.0,0.0,0.0
PF3D7_1250800,3.0,74.0,0.0,36.0,109.0,369.0,1172.0,7832.0,453.0,2362.0,2618.0,4017.0,1031.0,2776.0,2118.0,775.0,1107.0,2931.0,2650.0,3919.0,3755.0,155.0,1386.0,924.0,2875.0,2739.0,3016.0,1755.0,4030.0,3099.0,887.0,836.0,1404.0,124.0,67.0,222.0,126.0,236.0,12.0,105.0,111.0,58.0,110.0,8.0,44.0,78.0,46.0,457.0,0.0
PF3D7_1250900,20.0,12.0,0.0,39.0,86.0,176.0,641.0,7875.0,1054.0,9.0,32.0,6.0,12.0,18.0,19.0,12.0,18.0,28.0,17.0,29.0,36.0,35.0,35.0,24.0,21.0,30.0,7.0,29.0,111.0,22.0,25.0,11.0,18.0,16.0,45.0,1.0,9.0,56.0,9.0,53.0,47.0,129.0,69.0,0.0,10.0,39.0,24.0,2.0,0.0
PF3D7_1251000,0.0,0.0,0.0,0.0,78.0,335.0,444.0,4119.0,502.0,0.0,10.0,3.0,13.0,15.0,11.0,18.0,48.0,74.0,1.0,15.0,5.0,15.0,43.0,30.0,11.0,15.0,5.0,20.0,3.0,32.0,104.0,46.0,41.0,20.0,34.0,0.0,4.0,40.0,6.0,48.0,29.0,18.0,0.0,4.0,3.0,49.0,39.0,0.0,0.0
PF3D7_1251100,8.0,1.0,0.0,6.0,13.0,32.0,49.0,513.0,87.0,627.0,620.0,539.0,922.0,889.0,890.0,522.0,544.0,586.0,299.0,671.0,692.0,206.0,555.0,310.0,566.0,393.0,348.0,828.0,671.0,368.0,1436.0,908.0,1221.0,19.0,3.0,2.0,16.0,204.0,12.0,53.0,12.0,1.0,6.0,0.0,39.0,69.0,34.0,3.0,0.0
PF3D7_1251200,0.0,0.0,0.0,2.0,8.0,20.0,66.0,186.0,45.0,3937.0,8428.0,2100.0,868.0,173.0,347.0,63632.0,41282.0,17561.0,88.0,641.0,1206.0,15954.0,23953.0,36138.0,108.0,136.0,90.0,28009.0,3793.0,13955.0,7895.0,1469.0,2824.0,197.0,42.0,348.0,109.0,897.0,31.0,112.0,111.0,41.0,16.0,0.0,97.0,135.0,143.0,240.0,97.0
PF3D7_1251300,1.0,8.0,0.0,11.0,31.0,76.0,201.0,2739.0,105.0,1237.0,1220.0,922.0,38.0,74.0,160.0,641.0,573.0,1090.0,744.0,1283.0,1471.0,157.0,675.0,487.0,433.0,612.0,544.0,1386.0,1207.0,453.0,131.0,35.0,73.0,455.0,175.0,274.0,316.0,1033.0,93.0,525.0,407.0,86.0,415.0,42.0,72.0,565.0,419.0,181.0,15.0
