Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_1340300,127.64,96.731,71.683,280.342,752.696,600.794,383.842,150.086,216.623,297.445,188.572,62.927,46.301,33.927,53.5498
PF3D7_1340400,,,,3.5848500000000003,0.437,1.807,1.248,0.989,1.935,2.327,3.39,66.337,55.67,156.331,3.0
PF3D7_1340500,1.984,5.096,6.705,25.8475,14.921,17.772,16.848,21.041,27.128,22.591,21.015,64.454,70.813,63.155,39.7906
PF3D7_1340600,94.684,133.004,122.433,141.28225,234.629,440.371,385.977,307.901,240.454,190.035,157.277,104.231,105.029,72.58,82.6934
PF3D7_1340700,6.027,28.091,31.73,79.66290000000001,10.464,5.21,31.587,149.035,204.724,190.047,110.11,588.092,587.67,465.391,215.5136
PF3D7_1340800,17.339,40.503,78.791,29.04135,3.811,2.449,17.431,76.049,92.723,54.446,49.99,476.043,362.077,317.016,334.67
PF3D7_1340900,30.707,57.939,60.62,369.19375,329.106,291.106,167.433,185.941,332.216,268.452,353.485,1000.101,1172.009,1087.581,491.7816
PF3D7_1341100,115.748,222.64,137.321,,,,,,,,,,,,
PF3D7_1341200,96.099,117.835,156.359,410.29795,2111.306,2822.141,2104.676,1156.602,498.258,438.295,293.836,114.696,129.481,83.194,4.8318
PF3D7_1341300,597.278,818.329,1145.018,442.19485,1135.15,1882.593,1700.954,1202.766,657.075,505.14,384.275,519.932,515.885,261.358,188.6326
PF3D7_1341400,30.555,221.601,193.719,,,,,,,,,,,,
PF3D7_1341500,0.0,3.883,5.677,143.68779999999998,17.853,3.734,3.073,29.712,133.928,154.842,270.08,214.971,163.338,105.696,168.392
PF3D7_1341600,151.1,735.996,818.452,25.740650000000002,3.617,4.945,29.432,93.841,107.865,46.153,49.005,53.075,51.214,65.105,0.7453
PF3D7_1341700,,,,13.968350000000001,1.817,0.684,1.125,4.605,26.898,11.388,9.581,24.41,52.021,18.959,4.661
PF3D7_1341800,0.0,4.749,10.369,85.4591,6.626,1.512,1.64,23.146,82.546,95.897,118.349,389.757,623.428,528.8,359.9897
PF3D7_1341900,21.541,27.766,45.043,86.72625,77.103,154.116,201.658,213.159,190.449,172.204,97.693,449.293,516.427,344.251,183.5748
PF3D7_1342000,1031.977,1214.049,1095.468,513.4494,1976.589,2758.378,2135.632,1474.814,649.595,713.243,366.88,188.963,140.512,117.738,231.2452
PF3D7_1342100,227.206,107.537,96.039,99.74955,47.694,30.755,48.676,101.637,163.089,175.833,133.711,270.5,262.319,218.448,165.9802
PF3D7_1342200,283.596,169.625,96.469,5.0404,0.576,13.458,35.912,19.057,10.993,10.243,8.383,20.348,3.083,5.028,0.5808
PF3D7_1342300,266.505,750.12,773.016,54.62435,7.784,21.113,136.244,167.268,208.598,122.296,109.975,46.896,53.804,21.635,70.1395
PF3D7_1342400,832.645,621.137,416.372,130.5474,328.866,381.018,431.229,483.457,346.678,265.29,170.406,56.427,51.562,43.332,151.3287
PF3D7_1342500,1.708,15.682,13.38,229.52125,20.581,3.476,9.822,19.267,45.687,40.952,172.337,50.251,43.436,38.742,0.9014
PF3D7_1342600,63.368,152.203,55.12,3076.76595,443.142,59.472,43.986,74.852,370.644,914.885,3105.24,379.709,460.787,439.641,68.7205
PF3D7_1342700,137.792,196.492,153.842,62.9805,147.966,194.98,172.522,117.156,109.133,81.271,61.449,40.506,50.108,44.25,42.6388
PF3D7_1342800,1232.766,1240.29,558.023,120.03715,41.978,472.764,646.59,222.281,201.894,198.568,130.898,533.316,692.995,1318.115,462.3661
PF3D7_1342900,29.28,59.455,69.332,25.5239,28.676,37.978,38.656,32.14,18.163,20.399,17.689,30.275,33.163,9.972,42.123
PF3D7_1343000,331.511,485.645,508.638,2174.83015,2954.718,1772.002,5492.784,9132.062,6657.84,6134.103,4000.182,119.368,104.863,126.258,7.5335
PF3D7_1343100,64.112,58.769,83.603,129.80465,15.319,3.668,16.067,111.249,218.659,262.371,217.531,56.964,52.779,66.943,4.6064
PF3D7_1343200,42.417,48.309,47.362,117.69109999999999,107.693,159.068,153.224,142.722,218.734,193.733,185.183,70.747,85.854,77.475,42.6951
PF3D7_1343300,38.719,51.879,68.194,232.82405,25.058,107.948,240.626,343.528,379.164,487.46,262.175,295.371,187.324,78.88,432.7893
PF3D7_1343400,8.42,28.373,36.314,37.3193,61.387,27.249,46.067,60.99,79.19,63.96,46.86,80.796,131.921,40.341,412.8461
PF3D7_1343500,40.211,323.653,304.969,45.13515,6.322,11.227,63.835,136.101,133.814,90.57,67.529,112.434,159.486,91.856,2.3798
PF3D7_1343600,596.614,550.85,492.685,25.95515,9.727,19.974,78.588,81.018,62.138,52.744,33.463,83.381,74.069,105.41,92.6247
PF3D7_1343700,174.939,53.662,59.754,1154.2147,648.128,345.042,174.069,196.176,304.026,340.99,557.827,162.549,152.479,124.151,96.2203
PF3D7_1343800,16.712,6.477,8.469,25.24235,3.04,0.846,0.676,8.443,44.939,63.141,38.765,7.983,10.442,6.504,14.5682
PF3D7_1343900,64.134,256.73,356.738,54.90245,68.587,72.712,69.359,96.545,105.884,106.0,90.629,35.895,24.347,13.907,1.2693
PF3D7_1344000,188.595,61.827,86.299,21.7476,4.396,14.027,63.201,64.122,45.775,36.335,29.419,92.819,101.838,68.298,233.3489
PF3D7_1344100,5.885,17.755,18.295,121.61904999999999,41.651,58.633,50.296,39.575,76.64,88.146,168.315,115.61,125.582,67.493,71.154
PF3D7_1344200,291.615,248.88,343.772,182.589,702.045,605.505,218.167,536.536,424.291,408.886,241.219,33.523,26.698,28.958,84.9708
PF3D7_1344300,50.63,38.806,59.534,396.15115000000003,35.338,20.841,10.534,46.009,174.506,360.746,546.415,131.051,122.385,106.853,122.8216
PF3D7_1344400,26.151,49.586,60.216,25.003,15.528,45.611,27.781,38.611,52.206,43.827,45.264,134.926,268.032,293.697,73.4377
PF3D7_1344500,7.276,135.713,247.645,138.17665,8.359,3.005,18.052,116.263,283.279,222.235,214.737,79.676,89.047,127.667,1.4401
PF3D7_1344600,1152.107,563.588,581.062,158.8152,14.363,7.384,26.23,139.362,260.944,219.885,196.278,134.892,142.312,157.126,146.7126
PF3D7_1344700,44.631,90.433,97.353,2.41055,3.736,4.659,3.112,2.519,3.289,5.502,2.035,127.502,120.381,45.042,158.5375
PF3D7_1344800,45.242,158.859,126.228,74.1814,96.484,230.413,338.792,233.959,131.233,90.15,84.222,174.307,193.174,300.986,222.6974
PF3D7_1344900,42.984,44.219,48.368,70.92320000000001,211.447,219.489,124.794,74.925,57.854,51.416,55.415,194.963,151.593,59.501,939.7132
PF3D7_1345000,0.408,16.679,25.094,24.7975,10.174,6.477,15.848,26.16,39.483,23.697,27.788,429.762,341.221,436.724,276.6933
PF3D7_1345100,124.491,177.504,159.991,379.556,294.873,244.25,175.098,114.735,108.59,117.61,264.652,2395.47,1836.27,2612.758,797.5506
PF3D7_1345200,56.99,69.631,92.223,32.1772,8.575,32.328,75.98,104.416,103.703,67.239,55.958,40.299,43.239,69.239,1.3944
PF3D7_1345300,30.996,68.38,98.7,133.54615,11.624,5.002,25.421,112.533,226.611,161.725,219.062,62.908,78.547,60.47,7.6685
PF3D7_1345400,16.148,52.015,124.033,45.02515,5.963,18.694,77.151,149.531,168.175,147.904,63.645,35.836,56.183,56.279,470.8078
PF3D7_1345500,242.318,220.652,313.223,24.855249999999998,3.164,14.467,38.387,54.269,53.211,36.751,38.795,94.183,53.605,38.201,4.388
PF3D7_1345600,0.0,18.43,26.918,436.15535,41.992,10.983,22.355,139.966,478.266,562.329,792.215,289.062,179.081,64.438,309.9323
PF3D7_1345700,190.288,515.745,273.295,126.88665,63.107,167.295,431.041,480.962,296.627,244.35,174.541,152.45,147.357,137.99,303.8156
PF3D7_1345800,82.391,98.093,79.288,29.833199999999998,71.287,98.504,107.91,91.02,74.442,67.461,45.936,110.186,94.621,48.674,167.4461
PF3D7_1345900,83.48,106.569,170.933,120.67745,7.263,19.454,101.967,212.591,269.586,264.856,141.871,101.884,90.773,64.47,99.9212
PF3D7_1346000,28.906,24.326,36.364,22.956049999999998,9.381,5.437,2.245,4.726,26.023,29.542,29.6,32.408,62.409,37.475,33.2982
PF3D7_1346100,397.748,460.748,608.543,337.20165,627.34,1109.187,942.596,1207.12,805.988,738.705,426.564,463.002,560.258,534.581,222.7226
PF3D7_1346200,52.087,18.949,14.039,6.24785,26.903,11.88,14.558,7.291,5.57,4.11,6.442,27.672,9.638,3.129,16.9257
PF3D7_1346300,252.823,306.37,241.967,658.98185,1705.85,1241.43,1252.322,761.89,340.355,358.893,352.589,152.659,94.135,48.673,145.8488
PF3D7_1346400,110.735,74.699,122.765,56.0685,62.195,58.152,54.964,83.988,94.671,102.483,83.499,198.034,151.103,94.245,126.3781
PF3D7_1346500,54.009,89.108,97.5,34.85525,198.631,147.993,108.055,82.029,45.858,43.203,23.163,13.049,19.107,23.02,0.0
PF3D7_1346600,80.187,82.982,127.856,22.466549999999998,4.017,4.859,26.903,47.073,59.631,32.825,48.332,11.928,24.985,35.392,0.0
PF3D7_1346700,0.0,16.996,17.283,50.2589,9.435,4.629,19.504,41.289,88.083,37.621,60.275,1631.579,977.486,171.965,639.6571
PF3D7_1346800,8.179,1.212,1.232,11.8108,1.244,1.015,0.418,2.193,20.668,14.416,20.498,197.509,194.928,201.632,85.6068
PF3D7_1346900,12.655,28.811,52.044,89.89590000000001,9.726,2.846,33.51,132.446,194.533,176.682,177.706,197.442,153.852,170.872,119.1734
PF3D7_1347000,34.448,18.904,11.733,23.488599999999998,2.268,0.896,6.574,17.057,33.995,26.249,28.067,165.204,88.744,54.534,148.4829
PF3D7_1347100,145.158,139.609,144.593,195.75285,10.543,8.326,111.479,230.498,331.068,344.548,216.087,125.997,168.544,192.085,55.7405
PF3D7_1347200,454.992,810.503,773.021,1038.31255,4057.626,6985.78,8065.349,4690.267,2408.299,2040.343,1353.594,821.983,873.074,1055.878,264.1211
PF3D7_1347300,2.549,29.61,92.664,21.88845,19.063,20.934,32.745,46.278,66.855,39.997,33.683,89.45,60.77,100.401,87.7806
PF3D7_1347400,29.573,72.189,77.792,14.057500000000001,32.955,59.106,68.522,55.882,46.289,33.634,31.762,146.135,111.347,64.673,48.5604
PF3D7_1347500,736.504,776.476,534.499,1263.23275,2282.996,1495.83,1572.889,1225.919,498.185,542.249,600.126,588.665,486.908,397.859,155.9403
PF3D7_1347600,79.274,220.335,197.121,20.4713,4.892,2.114,3.369,22.964,35.462,20.39,18.354,151.028,166.741,349.697,97.2922
PF3D7_1347700,262.868,565.225,426.069,968.0813,426.775,197.058,168.728,178.189,211.874,201.536,517.301,418.267,279.638,171.567,199.9074
PF3D7_1347800,0.0,10.98,48.155,19.8559,6.997,2.263,19.072,27.067,21.87,17.068,18.127,143.418,84.857,32.162,366.3339
PF3D7_1347900,34.657,36.571,44.429,16.28605,2.314,2.529,40.138,62.291,49.055,32.767,26.379,50.403,83.349,21.211,204.5508
PF3D7_1348000,148.678,49.964,73.346,22.476349999999996,1.602,0.098,0.763,8.878,38.973,41.315,34.128,22.881,40.456,26.456,17.1573
PF3D7_1348100,0.0,15.522,21.928,84.5632,13.825,2.546,6.034,49.518,113.529,91.927,100.175,36.838,32.435,40.104,71.1831
PF3D7_1348200,95.101,66.096,94.995,33.0771,88.783,68.94,49.587,53.198,48.782,56.038,43.717,5.873,23.594,17.232,5.743
PF3D7_1348300,32.596,56.948,54.066,20.99675,72.046,89.197,55.836,46.084,40.608,36.39,20.167,57.767,62.415,51.88,63.2054
PF3D7_1348400,32.73,30.774,46.064,15.999200000000002,2.586,8.19,33.257,50.616,57.879,48.433,24.501,101.213,195.721,180.982,177.6091
PF3D7_1348500,26.003,64.826,97.5,106.05365,8.459,7.889,79.54,183.075,231.17,142.704,160.201,209.656,177.142,184.443,196.5594
PF3D7_1348600,33.427,7.924,5.842,229.01794999999998,21.754,3.645,6.98,35.348,147.266,262.217,399.128,167.764,177.301,62.292,319.409
PF3D7_1348700,0.0,1.98,4.548,28.718049999999998,0.961,0.84,1.442,7.608,34.889,22.231,34.381,138.292,143.606,50.375,354.0017
PF3D7_1348800,24.058,38.952,72.863,13.86525,1.883,0.999,1.335,4.146,18.594,13.768,19.768,82.223,59.484,25.356,372.0406
PF3D7_1348900,38.579,248.893,242.992,45.0124,60.211,96.153,119.898,134.975,150.832,86.41,69.276,303.161,392.067,95.604,1900.9226
PF3D7_1349000,2.854,14.911,26.122,5.3641000000000005,0.776,0.204,0.833,4.223,10.017,6.621,5.721,127.758,114.864,213.559,48.208
PF3D7_1349100,1046.11,1486.251,1731.805,75.99555000000001,12.46,4.274,16.48,123.43,200.024,152.687,157.13,308.496,220.025,246.68,194.0752
PF3D7_1349200,381.949,413.493,425.498,136.84359999999998,701.619,565.387,505.411,371.844,204.666,167.615,122.917,155.793,127.617,72.896,100.9772
PF3D7_1349300,37.646,19.653,43.767,61.9987,33.695,19.705,21.727,75.024,117.342,106.631,98.133,153.498,155.25,117.581,131.3127
PF3D7_1349400,12.049,44.916,18.229,26.16035,138.184,102.811,109.089,86.691,52.756,37.03,39.908,157.133,180.801,95.892,119.2384
PF3D7_1349500,87.898,70.571,113.426,57.419850000000004,49.352,39.607,37.413,92.408,131.176,127.256,98.542,98.622,85.075,43.009,155.9853
PF3D7_1349600,84.829,51.546,57.876,65.8203,10.861,24.13,100.098,147.576,141.694,156.108,114.948,18.975,20.449,6.123,1.6305
PF3D7_1349700,0.0,19.331,25.221,107.09305,104.459,45.59,55.41,160.471,261.932,213.518,192.751,408.604,572.499,672.877,265.8909
PF3D7_1349800,24.964,67.183,59.334,22.485300000000002,113.851,88.263,55.911,38.339,34.671,26.549,26.604,146.634,127.873,97.381,292.0456
PF3D7_1349900,123.891,79.717,166.61,42.53465,11.022,9.21,74.839,71.301,110.916,57.504,58.232,443.012,463.392,373.205,213.0288
PF3D7_1350000,26.105,59.798,84.024,11.0882,2.586,1.547,1.318,4.163,11.231,8.741,10.265,26.119,29.911,35.238,35.4784
PF3D7_1350100,524.271,1072.836,581.756,213.9923,614.087,738.817,741.417,753.327,460.943,348.575,242.711,424.992,401.116,391.118,199.2446
PF3D7_1350200,127.988,120.24,162.316,33.222300000000004,123.951,123.524,131.787,130.598,76.285,79.844,37.743,43.917,19.979,77.314,0.0
PF3D7_1350300,70.825,103.587,125.111,36.23755,187.39,147.608,93.624,75.689,66.079,50.398,38.667,4.306,1.238,3.608,0.0
PF3D7_1350400,52.213,146.65,156.549,19.0961,11.481,9.713,31.084,37.587,36.794,34.34,31.206,114.595,68.056,63.33,16.3624
PF3D7_1350500,79.043,78.481,79.405,165.95965,176.671,172.563,137.231,176.249,241.836,253.708,232.628,107.476,66.822,64.352,43.9795
PF3D7_1350600,0.0,55.838,105.651,88.1358,16.744,5.409,4.033,12.339,70.606,58.055,92.657,66.122,21.039,51.054,19.9686
PF3D7_1350700,12.983,63.745,97.278,42.92365,5.699,33.729,138.495,166.574,128.807,79.484,61.647,49.34,68.839,109.266,15.4181
PF3D7_1350800,16.736,31.064,46.49,29.15775,4.678,1.477,4.865,18.392,53.126,59.698,67.968,63.32,165.495,155.82,51.6485
PF3D7_1350900,4.852,30.738,14.978,21.610100000000003,12.326,19.063,4.474,13.802,20.901,26.29,25.35,159.06,79.378,63.732,68.6339
PF3D7_1351000,104.246,55.839,50.987,92.80355,134.434,180.51,114.339,80.49,81.936,98.53,105.366,128.683,94.581,58.44,85.9822
PF3D7_1351100,402.588,692.232,537.281,34.35985,201.615,143.985,166.989,169.03,81.793,52.655,38.1,69.148,61.414,40.524,55.8071
PF3D7_1351200,69.369,41.21,54.042,12.69265,17.725,26.492,40.249,60.041,35.424,29.25,18.074,6.836,21.937,6.496,49.4194
PF3D7_1351300,48.117,14.813,8.696,4.87945,6.429,2.332,1.108,0.333,3.825,2.499,4.74,11.78,5.387,12.255,95.9244
PF3D7_1351400,476.447,429.865,530.363,380.9327,1829.647,2569.843,1983.156,1242.772,662.519,495.864,332.693,606.981,383.017,260.32,297.6512
PF3D7_1351600,22.4,45.188,30.565,356.7215,38.003,11.062,23.962,43.046,138.042,116.34,276.572,4127.035,5038.177,5778.482,1656.3943
PF3D7_1351700,0.0,3.425,1.239,1770.77965,204.862,30.579,9.979,49.004,313.106,652.427,1496.818,35.99,19.034,21.576,72.7782
PF3D7_1351800,0.665,4.398,5.17,65.51105000000001,110.632,84.162,37.291,13.938,17.488,21.542,55.687,5.944,2.921,10.375,57.9089
PF3D7_1351900,389.842,213.075,249.434,149.39655,313.239,287.725,220.324,299.163,320.237,338.554,166.201,56.179,60.828,44.408,8.1725
PF3D7_1352000,15.031,36.213,35.141,9.0478,2.358,12.623,20.422,27.599,28.933,27.08,12.68,22.882,26.274,25.477,55.4306
PF3D7_1352100,40.928,58.514,44.021,98.26465,51.211,88.345,86.963,49.025,77.673,103.059,145.882,33.937,22.172,23.602,17.9786
PF3D7_1352200,24.877,59.925,59.108,240.7556,301.927,253.245,154.245,88.701,121.282,146.263,187.796,112.908,82.3,56.748,68.0865
PF3D7_1352300,5.968,32.147,31.978,7.5185,9.818,11.079,30.56,38.417,20.652,12.767,11.035,2.781,13.637,7.842,2.1807
PF3D7_1352400,11.209,23.021,35.79,26.93645,49.571,74.993,53.64,87.806,75.247,68.259,44.355,77.665,44.783,34.238,94.9666
PF3D7_1352500,264.379,380.209,544.177,247.37345,174.612,223.572,375.579,941.184,857.586,675.581,470.511,87.16,70.761,48.917,218.9263
PF3D7_1352600,0.0,30.073,10.816,1.11805,1.048,0.392,0.915,1.342,0.967,1.037,1.229,37.988,35.085,17.719,160.1391
PF3D7_1352700,41.699,68.214,94.254,20.38675,118.271,111.817,76.502,68.002,50.987,37.752,26.296,48.393,43.443,16.87,4.4098
PF3D7_1352800,75.339,125.045,178.543,38.4269,47.325,79.098,96.111,99.529,83.718,71.373,50.805,81.306,77.257,41.168,164.82
PF3D7_1352900,513.297,871.778,219.944,461.1877,1874.123,156.975,11.606,3.805,15.522,23.334,232.292,19.46,35.983,10.229,62.8223
PF3D7_1353000,73.552,113.155,90.854,,,,,,,,,,,,
PF3D7_1353100,13.358,10.931,7.94,670.36575,1617.852,1611.245,139.664,45.082,51.525,61.912,133.027,10.024,10.539,83.986,3.3778
PF3D7_1353200,6.454,52.065,62.41,467.5143,3434.811,1323.989,54.718,11.414,15.625,18.027,123.948,50.199,39.179,36.282,123.3606
PF3D7_1353300,37.183,26.553,45.233,27.3462,28.897,58.376,61.136,84.027,70.298,68.476,40.467,47.864,58.252,96.123,63.6635
PF3D7_1353400,43.063,37.804,46.758,25.97265,94.197,91.242,54.114,48.725,51.916,44.154,32.042,72.893,62.428,36.889,33.713
PF3D7_1353500,158.131,271.89,267.094,32.87945,41.751,65.967,105.77,111.852,102.676,60.62,48.801,11.036,40.827,22.148,75.7966
PF3D7_1353600,177.955,179.573,241.572,124.80035000000001,121.108,160.639,135.258,205.314,249.195,246.475,244.352,115.809,86.466,24.182,219.0581
PF3D7_1353700,119.805,173.987,79.396,36.72625,69.33,252.584,309.546,102.605,45.784,31.202,34.255,48.132,72.18,45.008,73.693
PF3D7_1353800,318.234,910.775,1453.452,142.2638,177.072,272.293,507.402,703.533,589.42,441.144,243.922,242.841,99.365,67.049,1.1443
PF3D7_1353900,1384.511,651.313,538.337,153.52159999999998,249.213,351.127,527.028,758.715,543.786,401.046,244.229,112.575,53.179,32.164,53.602
PF3D7_1354000,0.0,24.541,37.437,11.0667,1.704,4.321,5.952,3.719,10.284,7.577,10.129,47.197,76.388,50.107,142.2284
PF3D7_1354100,2.74,37.151,22.048,12.72355,4.525,21.016,27.269,12.091,12.693,22.229,19.816,65.438,38.825,11.063,10.8456
PF3D7_1354200,9.758,19.762,28.904,94.7336,44.771,69.824,71.51,83.272,128.789,129.288,168.447,244.235,289.072,522.556,123.5993
PF3D7_1354300,109.96,107.906,94.259,316.67595,710.146,638.592,475.724,224.141,182.013,243.2,157.743,51.116,90.789,48.759,46.8903
PF3D7_1354400,12.473,66.746,82.744,144.33375,174.444,224.139,187.191,180.289,182.393,153.599,213.97,90.701,80.166,55.046,8.1725
PF3D7_1354500,148.611,144.319,118.732,122.3365,396.966,755.671,608.939,478.051,288.839,219.495,164.215,35.406,12.383,11.987,160.2574
PF3D7_1354600,22.62,23.902,36.955,49.244749999999996,185.249,227.519,137.927,51.369,33.959,43.828,29.7,9.226,17.968,33.727,1.2791
PF3D7_1354700,0.0,4.754,7.778,5.171799999999999,1.46,1.233,10.895,7.865,10.754,7.848,6.321,16.877,6.953,14.333,1.5625
PF3D7_1354800,2.583,39.113,27.47,34.89985,21.994,36.481,20.396,39.972,90.669,56.762,58.811,69.913,59.132,53.994,67.1857
PF3D7_1354900,27.595,30.579,40.661,44.1091,41.745,54.308,49.059,65.533,89.791,91.973,65.4,27.875,31.758,45.827,24.258
PF3D7_1355100,246.97,502.651,352.704,201.95575,25.998,50.229,379.244,712.645,580.301,474.365,341.399,501.589,454.013,138.289,1514.6066
PF3D7_1355200,0.33,20.176,8.458,9.2534,11.061,5.711,5.803,3.616,6.899,3.807,5.767,0.818,6.75,1.128,0.5217
PF3D7_1355300,46.114,59.842,64.876,108.38515000000001,147.028,129.86,108.15,77.36,64.492,52.39,54.065,99.212,58.991,33.714,91.9646
PF3D7_1355400,0.0,125.155,396.275,,,,,,,,,,,,
PF3D7_1355500,545.357,1222.472,1310.783,75.0199,269.027,275.654,363.129,292.723,240.185,167.535,131.085,86.445,40.215,42.534,72.1919
PF3D7_1355600,346.773,370.184,226.464,38.0602,11.272,14.276,33.616,33.581,60.205,70.765,45.026,72.36,65.025,46.568,73.122
PF3D7_1355700,23.603,39.628,38.401,183.78584999999998,288.215,261.524,168.491,105.948,50.871,126.992,125.988,106.483,94.808,31.998,3.4724
PF3D7_1355800,13.879,30.129,34.768,24.02685,51.817,37.567,40.92,32.241,22.604,16.799,23.56,45.272,19.999,28.765,0.0
PF3D7_1355900,18.542,79.529,110.284,76.25245,161.038,99.957,134.613,216.494,166.784,160.094,91.339,260.25,326.018,74.105,49.7516
PF3D7_1356000,0.0,62.699,37.585,7.90445,3.099,1.726,3.075,9.747,19.822,18.737,13.932,106.363,191.659,261.981,80.1561
PF3D7_1356100,607.862,267.889,482.6,94.2436,9.211,2.803,28.936,138.9,181.171,215.908,158.776,144.927,214.255,342.422,278.6404
PF3D7_1356200,150.143,768.207,675.971,82.3797,59.254,184.443,252.246,135.779,116.612,104.167,104.283,165.052,183.816,66.444,28.5735
PF3D7_1356300,52.154,99.851,143.946,323.39785,24.451,14.043,85.501,231.673,454.886,469.345,502.964,218.414,152.605,38.51,209.8434
PF3D7_1356400,203.533,139.382,122.679,41.7482,5.58,5.436,54.422,101.898,90.481,76.787,69.666,28.437,16.024,25.628,126.0207
PF3D7_1356500,9.746,59.85,142.709,24.20845,3.085,2.015,18.802,44.166,77.134,38.254,60.34,50.613,364.972,183.203,1532.9102
PF3D7_1356600,1.257,19.933,22.27,84.1285,55.131,75.608,57.015,65.535,95.138,97.487,123.832,83.333,72.613,52.995,173.8473
PF3D7_1356700,8.297,16.804,19.21,58.57695,34.385,59.245,44.436,35.919,65.463,43.047,74.53,56.318,35.337,25.611,65.0721
PF3D7_1356800,34.666,96.976,57.783,129.83865,11.901,2.775,3.351,19.374,90.861,174.379,180.466,29.948,50.58,65.835,69.0041
PF3D7_1356900,189.247,350.404,285.955,55.5492,52.07,32.203,82.966,199.4,225.86,115.957,112.605,96.255,64.569,21.418,49.5944
PF3D7_1357000,116.956,219.511,135.757,218.03545,1346.995,1755.845,1447.544,929.292,377.994,290.988,189.835,331.165,181.217,172.705,80.178
PF3D7_1357100,2820.499,2736.825,1595.298,303.03845,1610.591,2122.171,1925.367,1327.163,551.905,450.66,300.676,194.203,139.079,122.406,57.0579
PF3D7_1357200,10.443,55.518,42.43,23.5624,18.956,11.758,37.23,66.203,71.111,41.415,38.662,57.639,59.986,52.917,17.7163
PF3D7_1357300,26.453,49.996,119.15,4.1617,4.093,0.216,1.853,4.975,13.165,10.075,12.033,16.42,37.913,34.648,0.0
PF3D7_1357400,30.13,52.154,53.485,55.573299999999996,7.211,27.832,76.452,73.524,92.133,99.526,85.265,55.215,64.464,44.26,37.7241
PF3D7_1357500,63.584,78.128,94.73,98.74425,22.037,41.693,74.315,144.372,178.867,186.98,138.929,78.96,47.013,15.977,196.1815
PF3D7_1357600,22.701,145.136,166.622,24.932949999999998,5.598,11.261,35.474,46.933,51.534,36.892,36.967,24.723,30.393,76.056,0.0
PF3D7_1357700,29.409,54.561,38.813,40.4244,269.445,250.046,140.928,67.312,44.5,40.212,28.819,62.454,78.652,34.996,85.9365
PF3D7_1357800,321.996,701.131,367.569,134.25455,649.169,727.489,809.966,510.953,249.398,186.453,127.439,87.696,64.738,28.086,82.5027
PF3D7_1357900,31.232,73.895,27.487,61.559799999999996,206.513,775.638,694.523,261.457,135.966,108.37,65.508,350.738,279.731,211.936,382.8342
PF3D7_1358000,19.771,26.161,44.09,14.303049999999999,4.261,4.972,13.111,42.098,41.67,39.316,25.695,50.407,46.613,48.609,35.4839
PF3D7_1358100,219.821,190.404,190.043,249.2971,553.404,515.247,389.477,258.116,247.002,272.889,164.217,15.445,22.819,25.399,7.4261
PF3D7_1358200,32.289,60.703,65.908,28.16045,67.103,56.145,45.965,50.122,41.593,31.808,25.919,42.497,28.054,19.394,0.9686
PF3D7_1358300,34.739,26.491,50.655,11.0262,9.007,8.185,6.231,15.336,16.085,13.09,12.842,3.335,26.705,21.112,145.4562
PF3D7_1358400,15.48,9.987,7.897,93.4799,6.818,2.358,3.644,23.939,69.235,98.28,148.356,17.935,18.524,11.773,2.9984
PF3D7_1358500,34.122,103.975,49.982,45.0028,121.501,212.509,207.667,75.887,48.351,43.436,39.385,42.112,10.516,6.746,40.0358
PF3D7_1358600,0.4,0.602,0.655,103.09880000000001,12.928,7.461,4.893,19.401,107.925,134.371,154.36,1071.86,2033.695,2444.975,1990.8032
PF3D7_1358700,33.923,50.613,119.367,161.2055,413.446,188.547,72.931,147.411,191.512,193.207,228.137,86.527,89.409,124.127,23.4683
PF3D7_1358800,555.022,768.072,1250.938,344.85455,1587.177,2193.177,1921.752,1316.231,684.865,573.872,319.727,154.126,147.32,99.129,2.6529
PF3D7_1358900,143.699,187.635,123.543,50.700199999999995,189.684,174.292,158.738,164.469,113.734,98.108,54.17,204.779,171.779,123.044,47.3845
PF3D7_1359000,49.97,36.907,43.165,29.5116,87.934,81.233,54.3,31.225,26.796,23.333,22.944,28.952,31.848,20.532,75.3303
PF3D7_1359100,7.984,65.713,25.491,37.56125,90.616,70.79,69.076,40.296,38.988,48.671,51.879,24.368,13.739,32.004,0.0
PF3D7_1359200,27.537,102.222,95.98,59.028499999999994,14.762,29.755,89.548,166.469,211.576,137.211,87.545,82.616,75.032,43.409,17.172
PF3D7_1359300,61.404,96.779,108.507,51.96255,124.642,154.429,141.122,151.232,147.649,105.744,74.173,64.125,62.068,58.172,124.857
PF3D7_1359400,175.319,340.035,241.581,555.37675,825.629,758.491,639.321,653.476,669.773,598.241,406.349,146.894,126.521,64.518,145.1083
PF3D7_1359500,4.476,21.195,25.693,18.05435,22.955,7.841,13.763,10.224,12.306,13.508,17.798,1.333,7.598,2.244,0.0
PF3D7_1359600,9.491,28.774,50.848,117.60785,13.068,128.406,337.315,332.542,188.747,196.82,128.034,49.726,54.567,52.695,27.1177
PF3D7_1359700,3.387,14.46,20.5,16.8362,2.199,0.42,0.647,4.565,11.85,20.092,25.33,8.057,18.198,16.584,0.0
PF3D7_1359800,8.577,30.242,24.805,125.62100000000001,29.421,6.028,2.477,22.037,104.884,89.499,146.568,18.136,67.612,44.536,131.9265
